rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
10.42.0.151-23.194.108.102-50473-443-6,Sweden,Stockholm,59.33,18.05,Europe/Stockholm,05-09-23 1:30,17,62.6,0,13,83,0,17,62.6,66.5,5:51 AM,7:42 PM,8:30 PM,12:27 PM
172.217.6.202-10.42.0.211-443-37661-6,Switzerland,Bern,46.92,7.47,Europe/Zurich,05-09-23 1:30,15,59,0,3.6,94,0,15.8,60.4,47.9,6:53 AM,8:05 PM,10:07 PM,12:23 PM
172.217.10.66-10.42.0.42-443-49010-6,Syria,Damascus,33.5,36.3,Asia/Damascus,05-09-23 2:30,22,71.6,0,11.2,57,0,24.1,75.4,62.2,6:10 AM,6:57 PM,9:42 PM,10:53 AM
157.56.52.23-10.42.0.42-40033-59069-6,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,05-09-23 4:30,19,66.2,1,6.8,46,0,19,66.2,38.3,5:56 AM,6:51 PM,9:19 PM,10:46 AM
172.217.6.227-10.42.0.151-443-39494-6,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,05-09-23 2:30,19.1,66.4,1,13.3,61,7,19.1,66.4,42.9,6:36 AM,6:36 PM,10:45 PM,10:03 AM
157.55.130.151-10.42.0.211-443-60774-17,Thailand,Bangkok,13.75,100.52,Asia/Bangkok,05-09-23 6:30,28,82.4,1,11.2,74,25,32.4,90.3,0,6:06 AM,6:27 PM,9:50 PM,9:57 AM
10.42.0.211-10.42.0.1-41642-53-17,Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta,05-09-23 6:30,19.6,67.3,1,9,82,0,19.6,67.3,26.1,5:31 AM,5:30 PM,9:30 PM,8:45 AM
10.42.0.211-123.125.29.220-52259-80-6,Bulgaria,Lom,43.81,23.24,Europe/Bucharest,05-09-23 2:30,16.2,61.2,0,4.7,91,65,16.2,61.2,23.3,6:53 AM,7:58 PM,10:11 PM,12:09 PM
10.42.0.42-103.235.46.39-50832-80-6,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,05-09-23 12:30,25,77,1,16.9,74,25,26.8,80.2,47.2,6:48 AM,6:32 PM,10:46 PM,9:32 AM
172.217.10.10-10.42.0.42-443-57943-6,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,04-09-23 19:30,28,82.4,0,9,84,25,32.5,90.5,19.1,5:56 AM,6:14 PM,10:03 PM,10:07 AM
10.42.0.151-10.42.0.1-11414-53-17,Tunisia,Tunis,36.8,10.18,Africa/Tunis,05-09-23 0:30,25,77,1,9,83,25,26.5,79.7,62.9,5:53 AM,6:44 PM,9:22 PM,10:48 AM
10.42.0.211-10.42.0.1-45761-53-17,Turkey,Ankara,39.93,32.86,Europe/Istanbul,05-09-23 2:30,18,64.4,0,4,88,75,18,64.4,32.9,6:19 AM,7:16 PM,9:42 PM,11:20 AM
10.42.0.211-52.197.242.223-33691-443-6,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat,05-09-23 4:30,22,71.6,1,22,35,0,22.9,73.1,44.4,6:38 AM,7:33 PM,10:02 PM,11:29 AM
10.42.0.211-87.240.165.80-45002-80-6,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti,05-09-23 11:30,31,87.8,0,24.1,84,75,39.6,103.4,44,6:04 AM,6:01 PM,9:53 PM,9:08 AM
10.42.0.151-31.13.80.52-49298-80-6,Uganda,Kampala,0.32,32.57,Africa/Kampala,05-09-23 2:30,22,71.6,0,9,88,50,24.5,76.2,11,6:45 AM,6:52 PM,10:49 PM,10:23 AM
172.217.8.3-10.42.0.42-80-46771-6,Ukraine,Lviv,49.83,24,Europe/Kiev,05-09-23 2:30,12.4,54.3,1,6.1,75,9,12.2,54,31.8,6:43 AM,8:02 PM,9:50 PM,12:22 PM
172.217.12.202-10.42.0.151-443-39452-6,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai,05-09-23 3:30,33,91.4,0,6.1,75,25,42.8,109.1,117.3,6:05 AM,6:38 PM,9:44 PM,10:23 AM
172.217.10.42-10.42.0.211-443-36759-6,United Kingdom,London,51.52,-0.11,Europe/London,05-09-23 0:30,17,62.6,0,11.2,77,0,17,62.6,98.7,6:17 AM,7:41 PM,9:22 PM,12:10 PM
180.149.136.194-10.42.0.211-80-60034-6,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles,04-09-23 16:30,25,77,1,20.2,30,0,25.2,77.3,90.8,6:25 AM,7:36 PM,9:49 PM,12:22 PM
172.217.10.234-10.42.0.211-443-50009-6,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo,04-09-23 20:30,9,48.2,0,29.9,71,50,4.9,40.7,46.5,7:00 AM,6:28 PM,11:58 PM,9:40 AM
172.217.12.174-10.42.0.211-443-35842-6,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent,05-09-23 4:30,14,57.2,1,11.2,55,0,13.9,57,31.1,5:52 AM,6:52 PM,9:10 PM,10:49 AM
10.42.0.211-72.21.206.53-57929-443-6,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate,05-09-23 10:30,27,80.6,0,29.9,79,75,31.2,88.2,34,5:52 AM,5:40 PM,9:50 PM,8:43 AM
10.42.0.211-36.110.213.49-44221-443-6,Venezuela,Caracas,10.5,-66.92,America/Caracas,04-09-23 19:30,29,84.2,1,6.8,70,50,35.7,96.2,36.8,6:18 AM,6:35 PM,10:26 PM,10:29 AM
10.42.0.151-104.254.66.16-40392-80-6,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok,05-09-23 6:30,26,78.8,1,3.6,94,0,29.7,85.4,0.1,5:41 AM,6:10 PM,9:18 PM,9:44 AM
10.42.0.211-125.39.83.108-41276-443-6,Yemen,Sanaa,15.35,44.21,Asia/Aden,05-09-23 2:30,18.5,65.3,1,4,26,0,18.6,65.5,60.1,5:51 AM,6:13 PM,9:40 PM,9:53 AM
10.42.0.151-52.94.232.195-55911-443-6,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka,05-09-23 1:30,20.2,68.4,0,7.6,38,4,20.2,68.4,49.4,6:11 AM,6:02 PM,10:29 PM,9:23 AM
172.217.10.110-10.42.0.151-443-42067-6,Zimbabwe,Harare,-17.82,31.04,Africa/Harare,05-09-23 1:30,17.3,63.1,1,15.1,48,3,17.3,63.1,44.4,6:01 AM,5:49 PM,10:22 PM,9:08 AM
203.205.158.61-10.42.0.211-80-40376-6,Afghanistan,Kabul,34.52,69.18,Asia/Kabul,06-09-23 3:45,15.3,59.5,0,3.6,25,0,15.3,59.5,53.6,5:29 AM,6:15 PM,9:31 PM,11:15 AM
10.42.0.151-104.192.110.245-55598-80-6,Albania,Tirana,41.33,19.82,Europe/Tirane,06-09-23 1:15,23,73.4,1,3.6,47,75,24.8,76.6,31.1,6:10 AM,7:08 PM,10:04 PM,12:30 PM
10.42.0.211-47.88.66.107-46801-443-6,Algeria,Algiers,36.76,3.05,Africa/Algiers,06-09-23 0:15,25,77,1,6.1,83,25,27,80.7,67.2,6:21 AM,7:11 PM,10:26 PM,12:27 PM
172.217.10.78-10.42.0.151-443-37815-6,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,06-09-23 1:15,15,59,1,3.6,57,4,15,59,78,7:23 AM,8:22 PM,11:15 PM,1:51 PM
10.42.0.211-77.234.42.92-56621-443-6,Angola,Luanda,-8.84,13.23,Africa/Luanda,06-09-23 0:15,23,73.4,1,9,83,75,25.4,77.6,68,6:07 AM,6:05 PM,11:18 PM,10:20 AM
192.229.173.173-10.42.0.42-80-57073-6,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,05-09-23 19:15,27,80.6,1,6.1,79,62,29.9,85.8,50.8,5:54 AM,6:18 PM,10:40 PM,11:16 AM
222.73.28.96-10.42.0.42-80-57139-6,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,05-09-23 20:15,10,50,0,16.9,62,0,7.9,46.3,44,7:08 AM,6:39 PM,12:08 AM,10:25 AM
10.42.0.211-10.42.0.1-58250-53-17,Armenia,Yerevan,40.18,44.51,Asia/Yerevan,06-09-23 3:15,24,75.2,1,6.1,34,0,24,75.1,45.8,6:33 AM,7:28 PM,10:26 PM,12:43 PM
180.163.15.184-10.42.0.151-80-38716-6,Australia,Canberra,-35.28,149.22,Australia/Sydney,06-09-23 9:15,7,44.6,1,3.6,76,0,6,42.8,18.4,6:18 AM,5:47 PM,11:47 PM,9:12 AM
10.42.0.151-10.42.0.1-12119-53-17,Austria,Vienna,48.2,16.37,Europe/Vienna,06-09-23 1:15,13,55.4,0,9,77,0,13.2,55.7,11.3,6:17 AM,7:29 PM,9:52 PM,1:09 PM
10.42.0.211-52.0.244.7-44682-443-6,Azerbaijan,Baku,40.4,49.88,Asia/Baku,06-09-23 3:15,25,77,1,3.6,83,0,26.2,79.1,75.8,6:11 AM,7:07 PM,10:04 PM,12:21 PM
192.229.173.136-10.42.0.151-443-41161-6,Bahamas,Nassau,25.08,-77.35,America/Nassau,05-09-23 19:15,29,84.2,0,15.1,70,25,33.5,92.3,100.1,6:52 AM,7:24 PM,11:27 PM,12:36 PM
172.217.10.227-10.42.0.211-443-40737-6,Bahrain,Manama,26.24,50.58,Asia/Bahrain,06-09-23 2:15,34,93.2,1,6.1,63,0,44.2,111.6,174.5,5:19 AM,5:54 PM,9:38 PM,10:44 AM
172.217.10.232-10.42.0.151-443-36598-6,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,06-09-23 5:15,28.2,82.8,1,6.8,83,59,33.2,91.8,3.2,5:42 AM,6:13 PM,9:59 PM,10:53 AM
172.217.12.161-10.42.0.211-443-41445-6,Barbados,Bridgetown,13.1,-59.62,America/Barbados,05-09-23 19:15,28,82.4,1,22,84,50,31.8,89.2,27.2,5:48 AM,6:07 PM,10:39 PM,10:59 AM
10.42.0.151-31.13.80.5-50332-443-6,Belarus,Minsk,53.9,27.57,Europe/Minsk,06-09-23 2:15,14,57.2,0,6.8,88,0,13.1,55.6,61.5,6:24 AM,7:52 PM,9:37 PM,1:50 PM
151.101.117.140-10.42.0.211-443-55832-6,Belgium,Brussels,50.83,4.33,Europe/Brussels,06-09-23 1:15,20,68,1,4,78,0,20,68,38.3,7:02 AM,8:20 PM,10:28 PM,2:12 PM
172.217.12.194-10.42.0.211-443-50537-6,Belize,Belmopan,17.25,-88.77,America/Belize,05-09-23 17:15,31,87.8,1,11.2,75,25,35.3,95.6,49.4,5:42 AM,6:05 PM,10:31 PM,11:08 AM
10.42.0.211-64.71.142.124-38647-443-6,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,06-09-23 0:15,26,78.8,1,11.2,89,50,29.9,85.7,35.1,6:42 AM,6:55 PM,11:34 PM,11:29 AM
10.42.0.211-54.239.26.255-42049-443-6,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,06-09-23 5:15,9.7,49.5,1,7.2,90,36,8.9,48,16.3,5:42 AM,6:18 PM,9:54 PM,11:04 AM
172.217.10.101-10.42.0.151-443-49083-6,Bolivia,Sucre,-19.04,-65.26,America/La_Paz,05-09-23 19:15,17.9,64.2,0,14,49,5,17.9,64.2,7.2,6:26 AM,6:14 PM,No moonrise,10:26 AM
10.42.0.151-104.31.89.167-45962-80-6,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,06-09-23 1:15,15,59,0,3.6,100,75,15.7,60.2,9.2,6:14 AM,7:16 PM,10:01 PM,12:44 PM
172.217.12.138-10.42.0.151-443-40529-6,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,06-09-23 1:15,19,66.2,0,11.2,22,0,19,66.2,186,6:24 AM,6:06 PM,11:56 PM,10:00 AM
10.42.0.211-69.147.82.61-41642-443-6,Brazil,Bras,-2.08,-58.17,America/Manaus,05-09-23 19:15,32.9,91.2,0,6.5,37,15,33.7,92.7,40.8,5:49 AM,5:54 PM,11:02 PM,10:26 AM
157.56.52.45-10.42.0.211-40024-60774-17,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,06-09-23 7:15,26,78.8,0,4,100,75,29.4,84.9,24.7,6:13 AM,6:25 PM,10:52 PM,10:40 AM
10.42.0.211-54.192.37.44-40373-80-6,Bulgaria,Sofia,42.68,23.32,Europe/Sofia,06-09-23 2:15,16,60.8,0,6.8,94,100,16,60.8,78,6:55 AM,7:55 PM,10:45 PM,1:20 PM
172.217.6.206-10.42.0.151-443-48909-6,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,05-09-23 23:15,25,77,0,3.6,100,25,26.8,80.3,1.9,5:56 AM,6:14 PM,10:40 PM,10:56 AM
10.42.0.211-10.42.0.1-11475-53-17,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,06-09-23 1:15,23.6,74.5,0,6.1,70,85,25.4,77.7,18.1,6:00 AM,6:03 PM,11:01 PM,10:22 AM
202.77.129.150-10.42.0.211-80-35165-6,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,06-09-23 2:15,21.2,70.2,0,6.1,61,3,21.2,70.2,39.3,6:02 AM,5:45 PM,11:30 PM,9:36 AM
10.42.0.211-10.42.0.1-26810-53-17,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,05-09-23 22:15,27,80.6,0,19.1,74,50,29.7,85.5,55.1,6:22 AM,6:43 PM,11:06 PM,11:32 AM
10.42.0.211-14.29.93.243-41863-80-6,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,06-09-23 6:15,26,78.8,0,6.8,94,50,28.8,83.9,12.7,5:50 AM,6:08 PM,10:21 PM,10:32 AM
183.79.1.53-10.42.0.42-443-52450-6,Cameroon,Bafoussam,5.47,10.42,Africa/Douala,06-09-23 0:15,17.2,63,0,5,96,60,17.2,63,11.1,6:11 AM,6:23 PM,11:04 PM,10:55 AM
172.217.10.142-10.42.0.151-443-51435-6,Canada,Ottawa,45.42,-75.7,America/Toronto,05-09-23 19:15,29,84.2,1,9,75,25,32.2,89.9,41.5,6:29 AM,7:34 PM,10:19 PM,1:26 PM
172.217.12.132-10.42.0.211-443-47791-6,Central African Republic,Bangui,4.37,18.58,Africa/Bangui,06-09-23 0:15,24,75.2,1,3.6,94,0,26.6,79.9,0.1,5:39 AM,5:50 PM,10:31 PM,10:19 AM
10.42.0.151-10.42.0.1-18498-53-17,Chad,N'djamena,12.11,15.05,Africa/Douala,06-09-23 0:15,24,75.2,1,11.2,89,25,25.7,78.3,14.1,5:49 AM,6:08 PM,10:32 PM,10:47 AM
10.42.0.211-106.11.30.199-37175-80-6,Chile,Santiago,-33.45,-70.67,America/Santiago,05-09-23 20:15,12,53.6,0,6.1,88,75,12.5,54.4,0.1,7:56 AM,7:28 PM,12:56 AM,11:18 AM
172.217.12.174-10.42.0.151-443-35389-6,China,Beijing,39.93,116.39,Asia/Shanghai,06-09-23 7:15,24,75.2,0,3.6,100,0,25.8,78.4,0.1,5:46 AM,6:40 PM,9:33 PM,11:41 AM
8.43.72.67-10.42.0.151-443-53999-6,Bulgaria,Bogot,43.32,24.7,Europe/Sofia,06-09-23 2:15,17.6,63.7,0,9,54,25,17.6,63.7,60.8,6:49 AM,7:50 PM,10:37 PM,1:16 PM
175.100.207.233-10.42.0.42-443-49615-6,Comoros,Moroni,-11.7,43.24,Indian/Comoro,06-09-23 2:15,23,73.4,0,6.1,83,25,25.1,77.1,50.1,6:08 AM,6:04 PM,11:18 PM,10:11 AM
172.217.3.106-10.42.0.151-443-60494-6,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,06-09-23 0:15,24,75.2,0,3.6,74,0,25.7,78.3,18.1,5:57 AM,5:59 PM,11:01 PM,10:19 AM
10.42.0.211-104.192.108.27-52211-80-6,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,05-09-23 17:15,24,75.2,0,20.2,69,75,26.6,79.9,40.4,5:27 AM,5:43 PM,10:26 PM,10:35 AM
202.77.129.150-10.42.0.211-80-40341-6,Croatia,Zagreb,45.8,16,Europe/Zagreb,06-09-23 1:15,14,57.2,1,6.1,94,0,14.1,57.4,48.6,6:21 AM,7:28 PM,10:03 PM,1:01 PM
172.217.6.206-10.42.0.151-443-38923-6,Cuba,Havana,23.13,-82.36,America/Havana,05-09-23 19:15,30,86,1,15.1,75,50,37.5,99.5,43.3,7:13 AM,7:43 PM,11:52 PM,12:53 PM
216.58.219.228-10.42.0.151-443-50626-6,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta,06-09-23 2:15,24,75.2,1,9,74,0,25.8,78.5,57.9,6:21 AM,7:09 PM,10:26 PM,12:16 PM
172.217.10.138-10.42.0.42-443-33981-6,Czech Republic,Prague,50.08,14.47,Europe/Prague,06-09-23 1:15,13,55.4,0,6.1,77,0,13.3,56,0.1,6:22 AM,7:39 PM,9:51 PM,1:26 PM
10.42.0.211-10.42.0.1-32898-53-17,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,06-09-23 0:15,24,75.2,1,3.6,74,0,25.8,78.4,18.1,5:57 AM,5:59 PM,11:01 PM,10:19 AM
10.42.0.151-52.94.232.32-44586-443-6,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,06-09-23 1:15,15,59,0,3.6,94,0,15.8,60.4,40.4,6:21 AM,7:54 PM,9:27 PM,2:04 PM
10.42.0.211-121.12.98.64-51616-80-6,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,06-09-23 2:15,33.1,91.6,0,4.3,55,0,38.6,101.5,69.4,5:57 AM,6:15 PM,10:37 PM,10:49 AM
216.58.217.163-10.42.0.42-443-50105-6,Dominica,Roseau,15.3,-61.4,America/Dominica,05-09-23 19:15,28,82.4,1,3.6,89,50,31.7,89.1,36.5,5:54 AM,6:15 PM,10:42 PM,11:10 AM
10.42.0.211-52.84.29.55-54703-443-6,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,05-09-23 19:15,28,82.4,1,6.8,79,50,32.5,90.4,0.4,6:25 AM,6:51 PM,11:11 PM,11:52 AM
10.42.0.151-106.39.169.66-43578-80-6,Ecuador,Quito,-0.22,-78.5,America/Guayaquil,05-09-23 18:15,15,59,0,10.1,46,3,14.6,58.3,11.1,6:09 AM,6:16 PM,11:23 PM,10:54 AM
203.130.53.126-10.42.0.211-80-54194-6,Egypt,Cairo,30.05,31.25,Africa/Cairo,06-09-23 2:15,30,86,1,16.9,35,0,28.6,83.5,84.4,6:34 AM,7:13 PM,10:48 PM,12:13 PM
10.42.0.211-114.134.80.163-50761-443-6,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,05-09-23 17:15,26,78.8,0,6.8,89,25,28.8,83.8,44.4,5:46 AM,6:05 PM,10:40 PM,11:03 AM
10.42.0.211-23.206.162.129-35474-80-6,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,06-09-23 0:15,24,75.2,0,6.1,94,50,26.4,79.4,61.5,6:18 AM,6:28 PM,11:13 PM,10:59 AM
192.229.173.173-10.42.0.211-80-46888-6,Eritrea,Asmara,15.33,38.93,Africa/Asmara,06-09-23 2:15,18.5,65.3,1,5.4,66,6,18.4,65.1,53.6,6:12 AM,6:34 PM,10:47 PM,11:13 AM
151.101.117.140-10.42.0.211-443-45242-6,Estonia,Tallinn,59.43,24.73,Europe/Tallinn,06-09-23 2:15,14,57.2,1,13,72,25,12.4,54.3,51.5,6:25 AM,8:12 PM,9:08 PM,2:40 PM
10.42.0.211-10.42.0.1-1889-53-17,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,06-09-23 1:15,13.7,56.7,0,8.3,85,41,13.3,55.9,64.4,6:04 AM,5:45 PM,11:39 PM,9:35 AM
10.42.0.211-10.42.0.1-46835-53-17,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,06-09-23 2:15,15,59,1,3.6,88,75,15.5,59.9,12.3,6:16 AM,6:31 PM,11:00 PM,11:03 AM
192.229.163.180-10.42.0.151-443-38844-6,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,06-09-23 11:15,27,80.6,1,13,66,25,29.5,85.1,54.4,6:11 AM,6:00 PM,11:08 PM,9:43 AM
10.42.0.211-119.146.74.33-50657-443-6,Finland,Helsinki,60.18,24.93,Europe/Helsinki,06-09-23 2:15,10,50,0,13,94,0,7.5,45.4,37.2,6:23 AM,8:13 PM,9:00 PM,2:46 PM
174.35.73.107-10.42.0.211-80-46910-6,France,Paris,48.87,2.33,Europe/Paris,06-09-23 1:15,21,69.8,0,6.8,78,0,21,69.8,0,7:13 AM,8:25 PM,10:46 PM,2:11 PM
203.205.151.213-10.42.0.151-8080-41368-6,Gabon,Libreville,0.38,9.45,Africa/Libreville,06-09-23 0:15,25,77,1,13,89,50,27.6,81.6,52.9,6:17 AM,6:24 PM,11:17 PM,10:51 AM
10.42.0.1-10.42.0.42-53-6592-17,Gambia,Banjul,13.45,-16.58,Africa/Banjul,05-09-23 23:15,25,77,1,3.6,94,75,27.2,81,53.6,6:55 AM,7:15 PM,11:41 PM,12:00 PM
10.42.0.211-52.84.40.205-47598-443-6,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,06-09-23 3:15,22,71.6,1,16.9,73,0,24.2,75.5,11.4,6:30 AM,7:29 PM,10:20 PM,12:46 PM
10.42.0.211-113.200.98.174-54230-80-6,Germany,Berlin,52.52,13.4,Europe/Berlin,06-09-23 1:15,15,59,1,6.8,94,0,15.1,59.2,4.5,6:23 AM,7:46 PM,9:43 PM,1:42 PM
10.42.0.211-10.42.0.1-4612-53-17,Ghana,Accra,5.55,-0.22,Africa/Accra,05-09-23 23:15,25,77,1,15.1,89,0,27.6,81.7,46.5,5:54 AM,6:05 PM,10:47 PM,10:39 AM
10.42.0.211-10.42.0.1-51784-53-17,Greece,Athens,37.98,23.72,Europe/Athens,06-09-23 2:15,26,78.8,1,22,58,75,27.6,81.6,72.2,6:58 AM,7:49 PM,10:58 PM,1:04 PM
202.77.129.230-10.42.0.211-80-34611-6,Grenada,Saint George's,12.05,-61.75,America/Grenada,05-09-23 19:15,29,84.2,1,20.2,79,25,35,95,23.3,5:57 AM,6:15 PM,10:50 PM,11:06 AM
10.42.0.1-10.42.0.42-53-46414-17,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,05-09-23 17:15,18,64.4,1,3.6,94,75,18,64.4,56.5,5:50 AM,6:11 PM,10:44 PM,11:10 AM
10.42.0.211-23.206.166.66-51820-80-6,Guinea,Conakry,9.51,-13.71,Africa/Conakry,05-09-23 23:15,25,77,1,6.8,94,75,27.3,81.1,69.4,6:46 AM,7:01 PM,11:36 PM,11:42 AM
172.217.12.202-10.42.0.211-443-38636-6,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,05-09-23 23:15,27,80.6,0,13,84,25,31.1,87.9,29.3,6:52 AM,7:10 PM,11:40 PM,11:54 AM
10.42.0.151-10.42.0.1-29995-53-17,Guyana,Georgetown,6.8,-58.17,America/Guyana,05-09-23 19:15,28,82.4,1,11.2,84,50,32.2,89.9,40.1,5:45 AM,5:58 PM,10:45 PM,10:42 AM
10.42.0.211-10.42.0.1-28840-53-17,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,05-09-23 19:15,26,78.8,1,9,97,75,30.4,86.7,70.1,6:35 AM,7:00 PM,11:21 PM,12:02 PM
10.42.0.211-54.230.36.186-39493-443-6,Vatican City,Vatican City,41.9,12.45,Europe/Rome,06-09-23 1:15,21,69.8,1,6.1,46,0,21,69.8,64.4,6:39 AM,7:38 PM,10:32 PM,1:03 PM
10.42.0.211-52.197.242.223-49930-443-6,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,05-09-23 17:15,29,84.2,0,6.8,52,37,34.5,94.1,30,5:38 AM,5:58 PM,10:31 PM,10:55 AM
182.254.5.234-10.42.0.211-80-47233-6,Hungary,Budapest,47.5,19.08,Europe/Budapest,06-09-23 1:15,15,59,1,6.8,82,0,15.2,59.4,15.2,6:07 AM,7:17 PM,9:44 PM,12:55 PM
10.42.0.211-10.42.0.1-2786-53-17,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,05-09-23 23:15,11.1,52,0,24.1,96,100,8.4,47.1,58.7,6:15 AM,8:23 PM,8:15 PM,3:47 PM
151.101.1.140-10.42.0.211-443-38149-6,India,New Delhi,28.6,77.2,Asia/Kolkata,06-09-23 4:45,29,84.2,0,3.6,75,75,31.3,88.3,46.5,6:01 AM,6:38 PM,10:12 PM,11:28 AM
10.42.0.151-52.192.237.93-36491-443-6,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,06-09-23 6:15,24,75.2,0,6.8,89,25,25.6,78,0,5:51 AM,5:52 PM,10:44 PM,9:57 AM
10.42.0.211-120.55.89.238-53491-8977-6,Iran,Tehran,35.73,51.33,Asia/Tehran,06-09-23 2:45,28,82.4,1,11.2,23,25,26,78.8,0,5:40 AM,6:27 PM,9:41 PM,11:33 AM
172.217.12.206-10.42.0.211-80-44947-6,Iraq,Baghdad,33.34,44.39,Asia/Baghdad,06-09-23 2:15,32,89.6,1,3.6,15,0,29.8,85.6,87.3,5:39 AM,6:23 PM,9:46 PM,11:26 AM
172.217.12.206-10.42.0.211-443-47599-6,Ireland,Dublin,53.33,-6.25,Europe/Dublin,06-09-23 0:15,14,57.2,1,9,94,50,14.1,57.4,82.3,6:41 AM,8:06 PM,9:58 PM,2:09 PM
10.42.0.211-10.42.0.1-52193-53-17,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,06-09-23 2:15,26,78.8,1,3.6,74,0,25.3,77.6,61.5,6:17 AM,6:59 PM,10:27 PM,12:00 PM
10.42.0.211-31.13.71.1-35926-443-6,Italy,Rome,41.9,12.48,Europe/Rome,06-09-23 1:15,21,69.8,1,6.1,46,0,21,69.8,64.4,6:39 AM,7:38 PM,10:32 PM,1:03 PM
216.58.219.226-10.42.0.211-443-43996-6,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,05-09-23 18:15,31,87.8,1,31,75,25,46,114.7,20,5:54 AM,6:18 PM,10:40 PM,11:19 AM
180.149.138.197-10.42.0.211-80-50567-6,Japan,Tokyo,35.69,139.69,Asia/Tokyo,06-09-23 8:15,29,84.2,1,19.1,75,75,32.7,90.9,2.4,5:16 AM,6:04 PM,9:09 PM,10:52 AM
172.217.3.110-10.42.0.151-443-59203-6,Jordan,Amman,31.95,35.93,Asia/Amman,06-09-23 2:15,25,77,1,3.6,51,0,25.6,78.1,69.4,6:14 AM,6:56 PM,10:24 PM,11:58 AM
10.42.0.151-121.12.98.85-46798-80-6,Kazakhstan,Astana,51.18,71.43,Asia/Almaty,06-09-23 5:15,8,46.4,1,11.2,81,75,6.2,43.1,2.7,6:33 AM,7:53 PM,9:54 PM,1:30 PM
10.42.0.151-10.42.0.1-26778-53-17,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,06-09-23 2:15,18,64.4,1,6.8,64,50,18,64.4,26.1,6:29 AM,6:34 PM,11:26 PM,10:55 AM
172.217.10.142-10.42.0.151-443-47228-6,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,06-09-23 11:15,29.5,85.1,0,26.6,74,30,34.8,94.6,16.1,6:38 AM,6:44 PM,11:15 PM,10:45 AM
10.42.0.211-106.39.169.66-52053-80-6,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,06-09-23 2:15,36.3,97.3,1,18,25,0,36.1,97,111.6,5:28 AM,6:06 PM,9:41 PM,11:02 AM
